EQ,separated_EQ,group,separated_group
672,1660,29,32
672,1661,29,5
673,1662,19,22
673,1663,19,5
674,1664,10,13
674,1665,10,5
675,1666,0,0
675,1667,0,1
675,1668,0,2
676,1669,2,4
676,1670,2,5
676,1671,2,2
677,1672,21,24
677,1673,21,1
678,1674,24,27
678,1675,24,5
679,1676,24,27
679,1677,24,5
680,1678,20,23
680,1679,20,1
681,1680,3,6
681,1681,3,5
682,1682,107,115
682,1683,107,1
683,1684,108,116
683,1685,108,1
684,1686,68,73
684,1687,68,74
685,1688,4,7
685,1689,4,5
685,1690,4,2
686,1691,2,4
686,1692,2,5
686,1693,2,2
687,1694,2,4
687,1695,2,5
687,1696,2,2
688,1697,7,10
688,1698,7,5
688,1699,7,1
689,1700,109,117
689,1701,109,1
690,1702,109,117
690,1703,109,1
691,1704,3,6
691,1705,3,5
692,1706,11,14
692,1707,11,5
692,1708,11,1
693,1709,2,4
693,1710,2,5
693,1711,2,2
694,1712,38,42
694,1713,38,5
695,1714,7,10
695,1715,7,5
695,1716,7,1
696,1717,110,118
696,1718,110,5
697,1719,111,119
697,1720,111,5
698,1721,20,23
698,1722,20,1
699,1723,12,15
699,1724,12,1
700,1725,2,4
700,1726,2,5
700,1727,2,2
701,1728,112,120
701,1729,112,1
702,1730,113,121
702,1731,113,1
702,1732,113,2
703,1733,114,122
703,1734,114,104
703,1735,114,5
703,1736,114,37
704,1737,51,56
704,1738,51,5
705,1739,42,46
705,1740,42,5
706,1741,43,47
706,1742,43,5
707,1743,18,21
707,1744,18,5
708,1745,19,22
708,1746,19,5
709,1747,3,6
709,1748,3,5
710,1749,4,7
710,1750,4,5
710,1751,4,2
711,1752,4,7
711,1753,4,5
711,1754,4,2
712,1755,3,6
712,1756,3,5
713,1757,29,32
713,1758,29,5
714,1759,79,85
714,1760,79,5
715,1761,6,9
715,1762,6,5
715,1763,6,1
716,1764,115,123
716,1765,115,5
716,1766,115,2
717,1767,116,124
717,1768,116,2
718,1769,11,14
718,1770,11,5
718,1771,11,1
719,1772,109,117
719,1773,109,1
720,1774,32,35
720,1775,32,5
721,1776,117,125
721,1777,117,104
721,1778,117,5
721,1779,117,2
722,1780,20,23
722,1781,20,1
723,1782,3,6
723,1783,3,5
724,1784,118,126
724,1785,118,2
725,1786,119,127
725,1787,119,2
726,1788,18,21
726,1789,18,5
727,1790,18,21
727,1791,18,5
728,1792,13,16
728,1793,13,1
728,1794,13,2
729,1795,120,128
729,1796,120,1
729,1797,120,2
730,1798,57,62
730,1799,57,5
731,1800,62,67
731,1801,62,5
731,1802,62,37
732,1803,46,50
732,1804,46,1
733,1805,46,50
733,1806,46,1
734,1807,2,4
734,1808,2,5
734,1809,2,2
735,1810,75,81
735,1811,75,2
736,1812,25,28
736,1813,25,5
736,1814,25,1
737,1815,7,10
737,1816,7,5
737,1817,7,1
738,1818,21,24
738,1819,21,1
739,1820,18,21
739,1821,18,5
740,1822,121,129
740,1823,121,5
740,1824,121,2
740,1825,121,37
741,1826,103,111
741,1827,103,1
742,1828,62,67
742,1829,62,5
742,1830,62,37
743,1831,62,67
743,1832,62,5
743,1833,62,37
744,1834,62,67
744,1835,62,5
744,1836,62,37
745,1837,2,4
745,1838,2,5
745,1839,2,2
746,1840,7,10
746,1841,7,5
746,1842,7,1
747,1843,11,14
747,1844,11,5
747,1845,11,1
748,1846,2,4
748,1847,2,5
748,1848,2,2
749,1849,11,14
749,1850,11,5
749,1851,11,1
750,1852,2,4
750,1853,2,5
750,1854,2,2
751,1855,2,4
751,1856,2,5
751,1857,2,2
752,1858,2,4
752,1859,2,5
752,1860,2,2
753,1861,113,121
753,1862,113,1
753,1863,113,2
754,1864,83,89
754,1865,83,2
755,1866,83,89
755,1867,83,2
756,1868,98,105
756,1869,98,1
756,1870,98,2
757,1871,46,50
757,1872,46,1
758,1873,46,50
758,1874,46,1
759,1875,122,130
759,1876,122,5
759,1877,122,2
759,1878,122,37
760,1879,123,131
760,1880,123,5
760,1881,123,2
760,1882,123,37
761,1883,3,6
761,1884,3,5
762,1885,18,21
762,1886,18,5
763,1887,75,81
763,1888,75,2
764,1889,3,6
764,1890,3,5
765,1891,37,41
765,1892,37,5
766,1893,52,57
766,1894,52,5
767,1895,18,21
767,1896,18,5
768,1897,90,96
768,1898,90,5
769,1899,90,96
769,1900,90,5
770,1901,17,20
770,1902,17,5
770,1903,17,1
771,1904,32,35
771,1905,32,5
772,1906,3,6
772,1907,3,5
773,1908,2,4
773,1909,2,5
773,1910,2,2
774,1911,2,4
774,1912,2,5
774,1913,2,2
775,1914,83,89
775,1915,83,2
776,1916,81,87
776,1917,81,5
776,1918,81,2
777,1919,97,103
777,1920,97,104
777,1921,97,5
777,1922,97,2
778,1923,2,4
778,1924,2,5
778,1925,2,2
779,1926,36,40
779,1927,36,2
780,1928,7,10
780,1929,7,5
780,1930,7,1
781,1931,7,10
781,1932,7,5
781,1933,7,1
782,1934,2,4
782,1935,2,5
782,1936,2,2
783,1937,124,132
783,1938,124,5
783,1939,124,2
784,1940,0,0
784,1941,0,1
784,1942,0,2
785,1943,75,81
785,1944,75,2
786,1945,19,22
786,1946,19,5
787,1947,3,6
787,1948,3,5
788,1949,125,133
788,1950,125,1
788,1951,125,2
789,1952,125,133
789,1953,125,1
789,1954,125,2
790,1955,126,134
790,1956,126,1
791,1957,58,63
791,1958,58,5
791,1959,58,2
792,1960,7,10
792,1961,7,5
792,1962,7,1
793,1963,58,63
793,1964,58,5
793,1965,58,2
794,1966,54,59
794,1967,54,5
795,1968,18,21
795,1969,18,5
796,1970,13,16
796,1971,13,1
796,1972,13,2
797,1973,0,0
797,1974,0,1
797,1975,0,2
798,1976,127,135
799,1977,128,136
799,1978,128,1
800,1979,129,137
800,1980,129,1
801,1981,130,138
802,1982,75,81
802,1983,75,2
803,1984,3,6
803,1985,3,5
804,1986,1,3
804,1987,1,1
804,1988,1,2
805,1989,11,14
805,1990,11,5
805,1991,11,1
806,1992,1,3
806,1993,1,1
806,1994,1,2
807,1995,9,12
807,1996,9,5
807,1997,9,1
807,1998,9,2
808,1999,2,4
808,2000,2,5
808,2001,2,2
809,2002,4,7
809,2003,4,5
809,2004,4,2
810,2005,6,9
810,2006,6,5
810,2007,6,1
811,2008,17,20
811,2009,17,5
811,2010,17,1
812,2011,17,20
812,2012,17,5
812,2013,17,1
813,2014,131,139
813,2015,131,1
814,2016,2,4
814,2017,2,5
814,2018,2,2
815,2019,4,7
815,2020,4,5
815,2021,4,2
816,2022,4,7
816,2023,4,5
816,2024,4,2
817,2025,132,140
817,2026,132,5
817,2027,132,37
818,2028,7,10
818,2029,7,5
818,2030,7,1
819,2031,133,141
819,2032,133,1
820,2033,96,102
820,2034,96,5
821,2035,134,142
821,2036,134,5
822,2037,134,142
822,2038,134,5
823,2039,4,7
823,2040,4,5
823,2041,4,2
824,2042,135,143
824,2043,135,1
825,2044,136,144
825,2045,136,5
825,2046,136,1
826,2047,136,144
826,2048,136,5
826,2049,136,1
827,2050,11,14
827,2051,11,5
827,2052,11,1
828,2053,3,6
828,2054,3,5
829,2055,137,145
829,2056,137,2
829,2057,137,37
830,2058,59,64
830,2059,59,5
830,2060,59,2
830,2061,59,37
831,2062,13,16
831,2063,13,1
831,2064,13,2
832,2065,13,16
832,2066,13,1
832,2067,13,2
833,2068,13,16
833,2069,13,1
833,2070,13,2
834,2071,3,6
834,2072,3,5
835,2073,11,14
835,2074,11,5
835,2075,11,1
836,2076,92,98
836,2077,92,5
837,2078,24,27
837,2079,24,5
838,2080,134,142
838,2081,134,5
839,2082,19,22
839,2083,19,5
840,2084,16,19
840,2085,16,5
841,2086,73,79
841,2087,73,5
841,2088,73,1
842,2089,73,79
842,2090,73,5
842,2091,73,1
843,2092,24,27
843,2093,24,5
844,2094,138,146
844,2095,138,5
845,2096,3,6
845,2097,3,5
846,2098,7,10
846,2099,7,5
846,2100,7,1
847,2101,139,147
847,2102,139,5
847,2103,139,1
847,2104,139,2
847,2105,139,37
848,2106,46,50
848,2107,46,1
849,2108,19,22
849,2109,19,5
850,2110,91,97
851,2111,46,50
851,2112,46,1
852,2113,140,148
852,2114,140,5
853,2115,7,10
853,2116,7,5
853,2117,7,1
854,2118,21,24
854,2119,21,1
855,2120,91,97
856,2121,46,50
856,2122,46,1
857,2123,141,149
857,2124,141,5
857,2125,141,1
857,2126,141,37
858,2127,142,150
858,2128,142,151
859,2129,143,152
859,2130,143,1
859,2131,143,37
860,2132,7,10
860,2133,7,5
860,2134,7,1
861,2135,46,50
861,2136,46,1
862,2137,3,6
862,2138,3,5
863,2139,68,73
863,2140,68,74
864,2141,19,22
864,2142,19,5
865,2143,144,153
865,2144,144,5
866,2145,51,56
866,2146,51,5
867,2147,145,154
867,2148,145,1
868,2149,145,154
868,2150,145,1
869,2151,146,155
869,2152,146,1
870,2153,147,156
870,2154,147,1
871,2155,148,157
871,2156,148,1
872,2157,29,32
872,2158,29,5
873,2159,38,42
873,2160,38,5
874,2161,7,10
874,2162,7,5
874,2163,7,1
875,2164,21,24
875,2165,21,1
876,2166,3,6
876,2167,3,5
877,2168,3,6
877,2169,3,5
878,2170,7,10
878,2171,7,5
878,2172,7,1
879,2173,147,156
879,2174,147,1
880,2175,46,50
880,2176,46,1
881,2177,46,50
881,2178,46,1
882,2179,37,41
882,2180,37,5
883,2181,37,41
883,2182,37,5
884,2183,149,158
884,2184,149,5
885,2185,150,159
885,2186,150,5
886,2187,7,10
886,2188,7,5
886,2189,7,1
887,2190,3,6
887,2191,3,5
888,2192,151,160
888,2193,151,1
889,2194,8,11
889,2195,8,1
889,2196,8,2
890,2197,21,24
890,2198,21,1
891,2199,3,6
891,2200,3,5
892,2201,29,32
892,2202,29,5
893,2203,151,160
893,2204,151,1
894,2205,2,4
894,2206,2,5
894,2207,2,2
895,2208,86,92
895,2209,86,1
896,2210,40,44
896,2211,40,5
897,2212,152,161
897,2213,152,1
898,2214,153,162
898,2215,153,5
898,2216,153,37
899,2217,46,50
899,2218,46,1
900,2219,7,10
900,2220,7,5
900,2221,7,1
901,2222,7,10
901,2223,7,5
901,2224,7,1
902,2225,92,98
902,2226,92,5
903,2227,96,102
903,2228,96,5
904,2229,154,163
904,2230,154,5
905,2231,0,0
905,2232,0,1
905,2233,0,2
906,2234,88,94
906,2235,88,5
907,2236,7,10
907,2237,7,5
907,2238,7,1
908,2239,18,21
908,2240,18,5
909,2241,18,21
909,2242,18,5
910,2243,155,164
910,2244,155,1
911,2245,16,19
911,2246,16,5
912,2247,45,49
912,2248,45,5
913,2249,3,6
913,2250,3,5
914,2251,3,6
914,2252,3,5
915,2253,109,117
915,2254,109,1
916,2255,21,24
916,2256,21,1
917,2257,75,81
917,2258,75,2
918,2259,156,165
918,2260,156,5
919,2261,156,165
919,2262,156,5
920,2263,157,166
921,2264,158,167
921,2265,158,1
922,2266,159,168
922,2267,159,5
922,2268,159,37
923,2269,37,41
923,2270,37,5
924,2271,37,41
924,2272,37,5
925,2273,160,169
925,2274,160,5
926,2275,148,157
926,2276,148,1
927,2277,161,170
927,2278,161,171
928,2279,55,60
928,2280,55,5
929,2281,99,106
929,2282,99,2
930,2283,7,10
930,2284,7,5
930,2285,7,1
931,2286,46,50
931,2287,46,1
932,2288,21,24
932,2289,21,1
933,2290,57,62
933,2291,57,5
934,2292,91,97
935,2293,157,166
936,2294,157,166
937,2295,147,156
937,2296,147,1
938,2297,25,28
938,2298,25,5
938,2299,25,1
939,2300,155,164
939,2301,155,1
940,2302,46,50
940,2303,46,1
941,2304,147,156
941,2305,147,1
942,2306,3,6
942,2307,3,5
943,2308,24,27
943,2309,24,5
944,2310,42,46
944,2311,42,5
945,2312,43,47
945,2313,43,5
946,2314,7,10
946,2315,7,5
946,2316,7,1
947,2317,55,60
947,2318,55,5
948,2319,46,50
948,2320,46,1
949,2321,46,50
949,2322,46,1
950,2323,12,15
950,2324,12,1
951,2325,19,22
951,2326,19,5
952,2327,32,35
952,2328,32,5
953,2329,7,10
953,2330,7,5
953,2331,7,1
954,2332,46,50
954,2333,46,1
955,2334,46,50
955,2335,46,1
956,2336,3,6
956,2337,3,5
957,2338,7,10
957,2339,7,5
957,2340,7,1
958,2341,1,3
958,2342,1,1
958,2343,1,2
959,2344,25,28
959,2345,25,5
959,2346,25,1
960,2347,25,28
960,2348,25,5
960,2349,25,1
961,2350,157,166
962,2351,19,22
962,2352,19,5
963,2353,19,22
963,2354,19,5
964,2355,162,172
965,2356,109,117
965,2357,109,1
966,2358,28,31
966,2359,28,1
967,2360,163,173
967,2361,163,5
967,2362,163,1
967,2363,163,37
968,2364,45,49
968,2365,45,5
969,2366,3,6
969,2367,3,5
970,2368,62,67
970,2369,62,5
970,2370,62,37
971,2371,148,157
971,2372,148,1
972,2373,161,170
972,2374,161,171
973,2375,42,46
973,2376,42,5
974,2377,43,47
974,2378,43,5
975,2379,164,174
975,2380,164,5
976,2381,46,50
976,2382,46,1
977,2383,11,14
977,2384,11,5
977,2385,11,1
978,2386,165,175
978,2387,165,74
979,2388,46,50
979,2389,46,1
980,2390,100,107
980,2391,100,5
981,2392,100,107
981,2393,100,5
982,2394,23,26
982,2395,23,1
982,2396,23,2
983,2397,1,3
983,2398,1,1
983,2399,1,2
984,2400,166,176
984,2401,166,1
985,2402,12,15
985,2403,12,1
986,2404,7,10
986,2405,7,5
986,2406,7,1
987,2407,7,10
987,2408,7,5
987,2409,7,1
988,2410,3,6
988,2411,3,5
989,2412,134,142
989,2413,134,5
990,2414,151,160
990,2415,151,1
991,2416,13,16
991,2417,13,1
991,2418,13,2
992,2419,167,177
992,2420,167,1
993,2421,3,6
993,2422,3,5
994,2423,46,50
994,2424,46,1
995,2425,99,106
995,2426,99,2
996,2427,3,6
996,2428,3,5
997,2429,46,50
997,2430,46,1
998,2431,46,50
998,2432,46,1
999,2433,3,6
999,2434,3,5
1000,2435,46,50
1000,2436,46,1
1001,2437,7,10
1001,2438,7,5
1001,2439,7,1
1002,2440,168,178
1002,2441,168,1
1003,2442,141,149
1003,2443,141,5
1003,2444,141,1
1003,2445,141,37
1004,2446,46,50
1004,2447,46,1
1005,2448,3,6
1005,2449,3,5
1006,2450,72,78
1006,2451,72,1
1007,2452,72,78
1007,2453,72,1
1008,2454,37,41
1008,2455,37,5
1009,2456,12,15
1009,2457,12,1
1010,2458,2,4
1010,2459,2,5
1010,2460,2,2
1011,2461,143,152
1011,2462,143,1
1011,2463,143,37
1012,2464,143,152
1012,2465,143,1
1012,2466,143,37
1013,2467,80,86
1013,2468,80,5
1014,2469,169,179
1014,2470,169,5
1015,2471,2,4
1015,2472,2,5
1015,2473,2,2
1016,2474,46,50
1016,2475,46,1
1017,2476,123,131
1017,2477,123,5
1017,2478,123,2
1017,2479,123,37
1018,2480,170,180
1018,2481,170,104
1018,2482,170,5
1018,2483,170,37
1019,2484,170,180
1019,2485,170,104
1019,2486,170,5
1019,2487,170,37
1020,2488,2,4
1020,2489,2,5
1020,2490,2,2
1021,2491,171,181
1021,2492,171,2
1022,2493,171,181
1022,2494,171,2
1023,2495,151,160
1023,2496,151,1
1024,2497,172,182
1024,2498,172,1
1025,2499,173,183
1025,2500,173,5
1026,2501,51,56
1026,2502,51,5
1027,2503,51,56
1027,2504,51,5
1028,2505,64,69
1028,2506,64,5
1029,2507,46,50
1029,2508,46,1
1030,2509,20,23
1030,2510,20,1
1031,2511,161,170
1031,2512,161,171
1032,2513,25,28
1032,2514,25,5
1032,2515,25,1
1033,2516,7,10
1033,2517,7,5
1033,2518,7,1
1034,2519,31,34
1034,2520,31,1
1035,2521,20,23
1035,2522,20,1
1036,2523,20,23
1036,2524,20,1
1037,2525,163,173
1037,2526,163,5
1037,2527,163,1
1037,2528,163,37
1038,2529,25,28
1038,2530,25,5
1038,2531,25,1
1039,2532,25,28
1039,2533,25,5
1039,2534,25,1
1040,2535,75,81
1040,2536,75,2
1041,2537,2,4
1041,2538,2,5
1041,2539,2,2
1042,2540,32,35
1042,2541,32,5
1043,2542,146,155
1043,2543,146,1
1044,2544,147,156
1044,2545,147,1
1045,2546,174,184
1045,2547,174,5
1045,2548,174,1
1046,2549,175,185
1046,2550,175,1
1047,2551,20,23
1047,2552,20,1
1048,2553,46,50
1048,2554,46,1
1049,2555,151,160
1049,2556,151,1
1050,2557,176,186
1050,2558,176,5
1050,2559,176,1
1051,2560,71,77
1051,2561,71,1
1052,2562,81,87
1052,2563,81,5
1052,2564,81,2
1053,2565,81,87
1053,2566,81,5
1053,2567,81,2
1054,2568,83,89
1054,2569,83,2
1055,2570,151,160
1055,2571,151,1
1056,2572,19,22
1056,2573,19,5
1057,2574,2,4
1057,2575,2,5
1057,2576,2,2
1058,2577,52,57
1058,2578,52,5
1059,2579,52,57
1059,2580,52,5
1060,2581,21,24
1060,2582,21,1
1061,2583,21,24
1061,2584,21,1
1062,2585,45,49
1062,2586,45,5
1063,2587,177,187
1063,2588,177,1
1063,2589,177,2
1064,2590,51,56
1064,2591,51,5
1065,2592,35,39
1066,2593,18,21
1066,2594,18,5
1067,2595,76,82
1067,2596,76,5
1067,2597,76,2
1068,2598,37,41
1068,2599,37,5
1069,2600,37,41
1069,2601,37,5
1070,2602,20,23
1070,2603,20,1
1071,2604,146,155
1071,2605,146,1
1072,2606,25,28
1072,2607,25,5
1072,2608,25,1
1073,2609,152,161
1073,2610,152,1
1074,2611,99,106
1074,2612,99,2
1075,2613,148,157
1075,2614,148,1
1076,2615,148,157
1076,2616,148,1
1077,2617,161,170
1077,2618,161,171
1078,2619,7,10
1078,2620,7,5
1078,2621,7,1
1079,2622,151,160
1079,2623,151,1
1080,2624,178,188
1080,2625,178,74
1081,2626,55,60
1081,2627,55,5
1082,2628,32,35
1082,2629,32,5
1083,2630,24,27
1083,2631,24,5
1084,2632,24,27
1084,2633,24,5
1085,2634,179,189
1085,2635,179,5
1086,2636,20,23
1086,2637,20,1
1087,2638,25,28
1087,2639,25,5
1087,2640,25,1
1088,2641,168,178
1088,2642,168,1
1089,2643,24,27
1089,2644,24,5
1090,2645,144,153
1090,2646,144,5
1091,2647,46,50
1091,2648,46,1
1092,2649,3,6
1092,2650,3,5
1093,2651,7,10
1093,2652,7,5
1093,2653,7,1
1094,2654,75,81
1094,2655,75,2
1095,2656,41,45
1095,2657,41,5
1096,2658,32,35
1096,2659,32,5
1097,2660,109,117
1097,2661,109,1
1098,2662,146,155
1098,2663,146,1
1099,2664,46,50
1099,2665,46,1
1100,2666,7,10
1100,2667,7,5
1100,2668,7,1
1101,2669,10,13
1101,2670,10,5
1102,2671,2,4
1102,2672,2,5
1102,2673,2,2
1103,2674,75,81
1103,2675,75,2
1104,2676,151,160
1104,2677,151,1
1105,2678,18,21
1105,2679,18,5
1106,2680,24,27
1106,2681,24,5
1107,2682,46,50
1107,2683,46,1
1108,2684,180,190
1108,2685,180,5
1109,2686,181,191
1109,2687,181,192
1110,2688,18,21
1110,2689,18,5
1111,2690,18,21
1111,2691,18,5
1112,2692,46,50
1112,2693,46,1
1113,2694,3,6
1113,2695,3,5
1114,2696,46,50
1114,2697,46,1
1115,2698,165,175
1115,2699,165,74
1116,2700,68,73
1116,2701,68,74
1117,2702,46,50
1117,2703,46,1
1118,2704,3,6
1118,2705,3,5
1119,2706,46,50
1119,2707,46,1
1120,2708,7,10
1120,2709,7,5
1120,2710,7,1
1121,2711,33,36
1121,2712,33,5
1121,2713,33,37
1122,2714,3,6
1122,2715,3,5
1123,2716,3,6
1123,2717,3,5
1124,2718,37,41
1124,2719,37,5
1125,2720,182,193
1125,2721,182,1
1126,2722,7,10
1126,2723,7,5
1126,2724,7,1
1127,2725,3,6
1127,2726,3,5
1128,2727,165,175
1128,2728,165,74
1129,2729,41,45
1129,2730,41,5
1130,2731,46,50
1130,2732,46,1
1131,2733,30,33
1131,2734,30,5
1132,2735,37,41
1132,2736,37,5
1133,2737,37,41
1133,2738,37,5
1134,2739,183,194
1134,2740,183,5
1135,2741,144,153
1135,2742,144,5
1136,2743,144,153
1136,2744,144,5
1137,2745,155,164
1137,2746,155,1
1138,2747,46,50
1138,2748,46,1
1139,2749,46,50
1139,2750,46,1
1140,2751,7,10
1140,2752,7,5
1140,2753,7,1
1141,2754,7,10
1141,2755,7,5
1141,2756,7,1
1142,2757,161,170
1142,2758,161,171
1143,2759,7,10
1143,2760,7,5
1143,2761,7,1
1144,2762,7,10
1144,2763,7,5
1144,2764,7,1
1145,2765,62,67
1145,2766,62,5
1145,2767,62,37
1146,2768,62,67
1146,2769,62,5
1146,2770,62,37
1147,2771,62,67
1147,2772,62,5
1147,2773,62,37
1148,2774,146,155
1148,2775,146,1
1149,2776,46,50
1149,2777,46,1
1150,2778,7,10
1150,2779,7,5
1150,2780,7,1
1151,2781,168,178
1151,2782,168,1
1152,2783,25,28
1152,2784,25,5
1152,2785,25,1
1153,2786,184,195
1153,2787,184,1
1154,2788,24,27
1154,2789,24,5
1155,2790,185,196
1155,2791,185,5
1156,2792,41,45
1156,2793,41,5
1157,2794,46,50
1157,2795,46,1
1158,2796,148,157
1158,2797,148,1
1159,2798,158,167
1159,2799,158,1
1160,2800,46,50
1160,2801,46,1
1161,2802,186,197
1161,2803,186,5
1162,2804,3,6
1162,2805,3,5
1163,2806,46,50
1163,2807,46,1
1164,2808,146,155
1164,2809,146,1
1165,2810,146,155
1165,2811,146,1
1166,2812,187,198
1167,2813,188,199
1167,2814,188,1
1168,2815,188,199
1168,2816,188,1
1169,2817,46,50
1169,2818,46,1
1170,2819,128,136
1170,2820,128,1
1171,2821,129,137
1171,2822,129,1
1172,2823,129,137
1172,2824,129,1
1173,2825,20,23
1173,2826,20,1
1174,2827,46,50
1174,2828,46,1
1175,2829,46,50
1175,2830,46,1
1176,2831,157,166
1177,2832,161,170
1177,2833,161,171
1178,2834,46,50
1178,2835,46,1
1179,2836,46,50
1179,2837,46,1
1180,2838,145,154
1180,2839,145,1
1181,2840,140,148
1181,2841,140,5
1182,2842,189,200
1182,2843,189,5
1182,2844,189,1
1183,2845,190,201
1183,2846,190,5
1184,2847,37,41
1184,2848,37,5
1185,2849,146,155
1185,2850,146,1
1186,2851,191,202
1186,2852,191,203
1187,2853,7,10
1187,2854,7,5
1187,2855,7,1
1188,2856,3,6
1188,2857,3,5
1189,2858,3,6
1189,2859,3,5
1190,2860,25,28
1190,2861,25,5
1190,2862,25,1
1191,2863,158,167
1191,2864,158,1
1192,2865,158,167
1192,2866,158,1
1193,2867,148,157
1193,2868,148,1
1194,2869,192,204
1194,2870,192,5
1194,2871,192,1
1195,2872,145,154
1195,2873,145,1
1196,2874,155,164
1196,2875,155,1
1197,2876,188,199
1197,2877,188,1
1198,2878,19,22
1198,2879,19,5
1199,2880,46,50
1199,2881,46,1
1200,2882,155,164
1200,2883,155,1
1201,2884,46,50
1201,2885,46,1
1202,2886,3,6
1202,2887,3,5
1203,2888,46,50
1203,2889,46,1
1204,2890,38,42
1204,2891,38,5
1205,2892,38,42
1205,2893,38,5
1206,2894,42,46
1206,2895,42,5
1207,2896,42,46
1207,2897,42,5
1208,2898,21,24
1208,2899,21,1
1209,2900,46,50
1209,2901,46,1
1210,2902,109,117
1210,2903,109,1
1211,2904,19,22
1211,2905,19,5
1212,2906,46,50
1212,2907,46,1
1213,2908,16,19
1213,2909,16,5
1214,2910,3,6
1214,2911,3,5
1215,2912,19,22
1215,2913,19,5
1216,2914,32,35
1216,2915,32,5
1217,2916,190,201
1217,2917,190,5
1218,2918,46,50
1218,2919,46,1
1219,2920,46,50
1219,2921,46,1
1220,2922,46,50
1220,2923,46,1
1221,2924,23,26
1221,2925,23,1
1221,2926,23,2
1222,2927,82,88
1222,2928,82,1
1223,2929,193,205
1223,2930,193,1
1224,2931,194,206
1224,2932,194,1
1225,2933,195,207
1225,2934,195,1
1226,2935,7,10
1226,2936,7,5
1226,2937,7,1
1227,2938,196,208
1227,2939,196,1
1228,2940,55,60
1228,2941,55,5
1229,2942,54,59
1229,2943,54,5
1230,2944,182,193
1230,2945,182,1
1231,2946,7,10
1231,2947,7,5
1231,2948,7,1
1232,2949,148,157
1232,2950,148,1
1233,2951,46,50
1233,2952,46,1
1234,2953,3,6
1234,2954,3,5
1235,2955,3,6
1235,2956,3,5
1236,2957,46,50
1236,2958,46,1
1237,2959,46,50
1237,2960,46,1
1238,2961,7,10
1238,2962,7,5
1238,2963,7,1
1239,2964,2,4
1239,2965,2,5
1239,2966,2,2
1240,2967,6,9
1240,2968,6,5
1240,2969,6,1
1241,2970,42,46
1241,2971,42,5
1242,2972,146,155
1242,2973,146,1
1243,2974,146,155
1243,2975,146,1
1244,2976,147,156
1244,2977,147,1
1245,2978,148,157
1245,2979,148,1
1246,2980,197,209
1246,2981,197,1
1247,2982,38,42
1247,2983,38,5
1248,2984,198,210
1249,2985,46,50
1249,2986,46,1
1250,2987,46,50
1250,2988,46,1
1251,2989,109,117
1251,2990,109,1
1252,2991,81,87
1252,2992,81,5
1252,2993,81,2
1253,2994,81,87
1253,2995,81,5
1253,2996,81,2
1254,2997,16,19
1254,2998,16,5
1255,2999,46,50
1255,3000,46,1
1256,3001,157,166
1257,3002,7,10
1257,3003,7,5
1257,3004,7,1
1258,3005,7,10
1258,3006,7,5
1258,3007,7,1
1259,3008,25,28
1259,3009,25,5
1259,3010,25,1
1260,3011,157,166
1261,3012,199,211
1261,3013,199,5
1262,3014,190,201
1262,3015,190,5
1263,3016,21,24
1263,3017,21,1
1264,3018,7,10
1264,3019,7,5
1264,3020,7,1
1265,3021,168,178
1265,3022,168,1
1266,3023,3,6
1266,3024,3,5
1267,3025,3,6
1267,3026,3,5
1268,3027,155,164
1268,3028,155,1
1269,3029,200,212
1269,3030,200,1
1270,3031,7,10
1270,3032,7,5
1270,3033,7,1
1271,3034,37,41
1271,3035,37,5
1272,3036,151,160
1272,3037,151,1
1273,3038,3,6
1273,3039,3,5
1274,3040,19,22
1274,3041,19,5
1275,3042,155,164
1275,3043,155,1
1276,3044,201,213
1276,3045,201,5
1277,3046,146,155
1277,3047,146,1
1278,3048,3,6
1278,3049,3,5
1279,3050,20,23
1279,3051,20,1
1280,3052,19,22
1280,3053,19,5
1281,3054,2,4
1281,3055,2,5
1281,3056,2,2
1282,3057,7,10
1282,3058,7,5
1282,3059,7,1
1283,3060,46,50
1283,3061,46,1
1284,3062,32,35
1284,3063,32,5
1285,3064,176,186
1285,3065,176,5
1285,3066,176,1
1286,3067,202,214
1286,3068,202,74
1287,3069,20,23
1287,3070,20,1
1288,3071,57,62
1288,3072,57,5
1289,3073,68,73
1289,3074,68,74
1290,3075,148,157
1290,3076,148,1
1291,3077,158,167
1291,3078,158,1
1292,3079,158,167
1292,3080,158,1
1293,3081,68,73
1293,3082,68,74
1294,3083,151,160
1294,3084,151,1
1295,3085,40,44
1295,3086,40,5
1296,3087,45,49
1296,3088,45,5
1297,3089,25,28
1297,3090,25,5
1297,3091,25,1
1298,3092,25,28
1298,3093,25,5
1298,3094,25,1
1299,3095,203,215
1299,3096,203,74
1300,3097,203,215
1300,3098,203,74
1301,3099,32,35
1301,3100,32,5
1302,3101,204,216
1303,3102,205,217
1303,3103,205,1
1304,3104,148,157
1304,3105,148,1
1305,3106,188,199
1305,3107,188,1
1306,3108,176,186
1306,3109,176,5
1306,3110,176,1
1307,3111,182,193
1307,3112,182,1
1308,3113,206,218
1308,3114,206,5
1309,3115,190,201
1309,3116,190,5
1310,3117,46,50
1310,3118,46,1
1311,3119,32,35
1311,3120,32,5
1312,3121,46,50
1312,3122,46,1
1313,3123,166,176
1313,3124,166,1
1314,3125,41,45
1314,3126,41,5
1315,3127,146,155
1315,3128,146,1
1316,3129,55,60
1316,3130,55,5
1317,3131,155,164
1317,3132,155,1
1318,3133,155,164
1318,3134,155,1
