EQ,separated_EQ,group,separated_group
2123,4533,8,11
2123,4534,8,1
2123,4535,8,2
2124,4536,8,11
2124,4537,8,1
2124,4538,8,2
2125,4539,1,3
2125,4540,1,1
2125,4541,1,2
2126,4542,350,365
2127,4543,7,10
2127,4544,7,5
2127,4545,7,1
2128,4546,13,16
2128,4547,13,1
2128,4548,13,2
2129,4549,351,366
2129,4550,351,1
2130,4551,7,10
2130,4552,7,5
2130,4553,7,1
2131,4554,7,10
2131,4555,7,5
2131,4556,7,1
2132,4557,23,26
2132,4558,23,1
2132,4559,23,2
2133,4560,2,4
2133,4561,2,5
2133,4562,2,2
2134,4563,8,11
2134,4564,8,1
2134,4565,8,2
2135,4566,324,338
2136,4567,3,6
2136,4568,3,5
2137,4569,352,367
2138,4570,353,368
2138,4571,353,1
2139,4572,354,369
2139,4573,354,5
2140,4574,9,12
2140,4575,9,5
2140,4576,9,1
2140,4577,9,2
2141,4578,13,16
2141,4579,13,1
2141,4580,13,2
2142,4581,355,170
2142,4582,355,370
2143,4583,324,338
2144,4584,2,4
2144,4585,2,5
2144,4586,2,2
2145,4587,9,12
2145,4588,9,5
2145,4589,9,1
2145,4590,9,2
2146,4591,17,20
2146,4592,17,5
2146,4593,17,1
2147,4594,324,338
2148,4595,324,338
2149,4596,356,371
2150,4597,357,372
2151,4598,358,373
2152,4599,2,4
2152,4600,2,5
2152,4601,2,2
2153,4602,359,374
2154,4603,360,375
2155,4604,324,338
2156,4605,13,16
2156,4606,13,1
2156,4607,13,2
2157,4608,51,56
2157,4609,51,5
2158,4610,7,10
2158,4611,7,5
2158,4612,7,1
2159,4613,324,338
2160,4614,324,338
2161,4615,324,338
2162,4616,76,82
2162,4617,76,5
2162,4618,76,2
2163,4619,163,173
2163,4620,163,5
2163,4621,163,1
2163,4622,163,37
2164,4623,3,6
2164,4624,3,5
2165,4625,7,10
2165,4626,7,5
2165,4627,7,1
2166,4628,17,20
2166,4629,17,5
2166,4630,17,1
2167,4631,275,290
2168,4632,324,338
2169,4633,361,376
2169,4634,361,1
2170,4635,324,338
2171,4636,324,338
2172,4637,362,377
2172,4638,362,1
2173,4639,363,378
2173,4640,363,2
2174,4641,17,20
2174,4642,17,5
2174,4643,17,1
2175,4644,0,0
2175,4645,0,1
2175,4646,0,2
2176,4647,364,379
2176,4648,364,5
2177,4649,324,338
2178,4650,365,380
2178,4651,365,370
2179,4652,366,381
2180,4653,275,290
2181,4654,275,290
2182,4655,367,382
2182,4656,367,1
2183,4657,368,383
2183,4658,368,1
2184,4659,324,338
2185,4660,369,384
2186,4661,45,49
2186,4662,45,5
2187,4663,367,382
2187,4664,367,1
2188,4665,370,385
2188,4666,370,1
2189,4667,371,386
2190,4668,372,387
2191,4669,324,338
2192,4670,365,380
2192,4671,365,370
2193,4672,275,290
2194,4673,355,170
2194,4674,355,370
2195,4675,324,338
2196,4676,362,377
2196,4677,362,1
2197,4678,362,377
2197,4679,362,1
2198,4680,373,170
2198,4681,373,388
2199,4682,6,9
2199,4683,6,5
2199,4684,6,1
2200,4685,324,338
2201,4686,374,389
2202,4687,375,390
2203,4688,324,338
2204,4689,324,338
2205,4690,285,300
2206,4691,367,382
2206,4692,367,1
2207,4693,324,338
2208,4694,324,338
2209,4695,355,170
2209,4696,355,370
2210,4697,23,26
2210,4698,23,1
2210,4699,23,2
2211,4700,355,170
2211,4701,355,370
2212,4702,355,170
2212,4703,355,370
2213,4704,376,391
2213,4705,376,2
2214,4706,324,338
2215,4707,13,16
2215,4708,13,1
2215,4709,13,2
2216,4710,324,338
2217,4711,377,392
2218,4712,68,73
2218,4713,68,74
2219,4714,8,11
2219,4715,8,1
2219,4716,8,2
2220,4717,48,53
2220,4718,48,1
2220,4719,48,2
2221,4720,378,393
2221,4721,378,1
2222,4722,13,16
2222,4723,13,1
2222,4724,13,2
2223,4725,368,383
2223,4726,368,1
2224,4727,367,382
2224,4728,367,1
2225,4729,362,377
2225,4730,362,1
2226,4731,324,338
2227,4732,271,286
2228,4733,362,377
2228,4734,362,1
2229,4735,0,0
2229,4736,0,1
2229,4737,0,2
2230,4738,66,71
2230,4739,66,1
2231,4740,45,49
2231,4741,45,5
2232,4742,9,12
2232,4743,9,5
2232,4744,9,1
2232,4745,9,2
2233,4746,13,16
2233,4747,13,1
2233,4748,13,2
2234,4749,379,394
2234,4750,379,2
2235,4751,380,395
2236,4752,139,147
2236,4753,139,5
2236,4754,139,1
2236,4755,139,2
2236,4756,139,37
2237,4757,0,0
2237,4758,0,1
2237,4759,0,2
2238,4760,23,26
2238,4761,23,1
2238,4762,23,2
2239,4763,13,16
2239,4764,13,1
2239,4765,13,2
2240,4766,3,6
2240,4767,3,5
2241,4768,0,0
2241,4769,0,1
2241,4770,0,2
2242,4771,13,16
2242,4772,13,1
2242,4773,13,2
2243,4774,381,396
2243,4775,381,2
2244,4776,382,397
2244,4777,382,2
2245,4778,0,0
2245,4779,0,1
2245,4780,0,2
2246,4781,23,26
2246,4782,23,1
2246,4783,23,2
2247,4784,0,0
2247,4785,0,1
2247,4786,0,2
2248,4787,2,4
2248,4788,2,5
2248,4789,2,2
2249,4790,355,170
2249,4791,355,370
2250,4792,171,181
2250,4793,171,2
2251,4794,3,6
2251,4795,3,5
2252,4796,383,398
2252,4797,383,1
2253,4798,0,0
2253,4799,0,1
2253,4800,0,2
2254,4801,13,16
2254,4802,13,1
2254,4803,13,2
2255,4804,13,16
2255,4805,13,1
2255,4806,13,2
2256,4807,0,0
2256,4808,0,1
2256,4809,0,2
2257,4810,384,399
2257,4811,384,2
2258,4812,11,14
2258,4813,11,5
2258,4814,11,1
2259,4815,13,16
2259,4816,13,1
2259,4817,13,2
2260,4818,0,0
2260,4819,0,1
2260,4820,0,2
2261,4821,3,6
2261,4822,3,5
2262,4823,11,14
2262,4824,11,5
2262,4825,11,1
2263,4826,11,14
2263,4827,11,5
2263,4828,11,1
2264,4829,385,400
2264,4830,385,5
2265,4831,386,401
2265,4832,386,1
2266,4833,7,10
2266,4834,7,5
2266,4835,7,1
2267,4836,2,4
2267,4837,2,5
2267,4838,2,2
2268,4839,24,27
2268,4840,24,5
2269,4841,10,13
2269,4842,10,5
2270,4843,24,27
2270,4844,24,5
2271,4845,387,402
2271,4846,387,1
2272,4847,387,402
2272,4848,387,1
2273,4849,7,10
2273,4850,7,5
2273,4851,7,1
2274,4852,121,129
2274,4853,121,5
2274,4854,121,2
2274,4855,121,37
2275,4856,3,6
2275,4857,3,5
2276,4858,0,0
2276,4859,0,1
2276,4860,0,2
2277,4861,35,39
2278,4862,3,6
2278,4863,3,5
2279,4864,55,60
2279,4865,55,5
2280,4866,388,403
2280,4867,388,2
2281,4868,3,6
2281,4869,3,5
2282,4870,3,6
2282,4871,3,5
2283,4872,80,86
2283,4873,80,5
2284,4874,389,404
2285,4875,3,6
2285,4876,3,5
2286,4877,3,6
2286,4878,3,5
2287,4879,32,35
2287,4880,32,5
2288,4881,24,27
2288,4882,24,5
2289,4883,24,27
2289,4884,24,5
2290,4885,42,46
2290,4886,42,5
2291,4887,390,405
2291,4888,390,5
2292,4889,2,4
2292,4890,2,5
2292,4891,2,2
2293,4892,3,6
2293,4893,3,5
2294,4894,7,10
2294,4895,7,5
2294,4896,7,1
2295,4897,7,10
2295,4898,7,5
2295,4899,7,1
2296,4900,7,10
2296,4901,7,5
2296,4902,7,1
2297,4903,391,406
2298,4904,275,290
2299,4905,241,170
2299,4906,241,233
2300,4907,144,153
2300,4908,144,5
2301,4909,144,153
2301,4910,144,5
2302,4911,7,10
2302,4912,7,5
2302,4913,7,1
2303,4914,324,338
2304,4915,275,290
2305,4916,392,407
2306,4917,356,371
2307,4918,7,10
2307,4919,7,5
2307,4920,7,1
2308,4921,42,46
2308,4922,42,5
2309,4923,275,290
2310,4924,354,369
2310,4925,354,5
2311,4926,324,338
2312,4927,3,6
2312,4928,3,5
2313,4929,324,338
2314,4930,74,80
2314,4931,74,2
2315,4932,393,408
2316,4933,394,409
2316,4934,394,2
2317,4935,275,290
2318,4936,324,338
2319,4937,395,410
2320,4938,396,411
2321,4939,4,7
2321,4940,4,5
2321,4941,4,2
2322,4942,324,338
2323,4943,275,290
2324,4944,45,49
2324,4945,45,5
2325,4946,45,49
2325,4947,45,5
2326,4948,275,290
2327,4949,324,338
2328,4950,324,338
2329,4951,32,35
2329,4952,32,5
2330,4953,324,338
2331,4954,324,338
2332,4955,354,369
2332,4956,354,5
2333,4957,42,46
2333,4958,42,5
2334,4959,4,7
2334,4960,4,5
2334,4961,4,2
2335,4962,55,60
2335,4963,55,5
2336,4964,275,290
2337,4965,355,170
2337,4966,355,370
2338,4967,328,343
2339,4968,3,6
2339,4969,3,5
2340,4970,328,343
2341,4971,397,412
2341,4972,397,74
2342,4973,398,413
2343,4974,399,414
2343,4975,399,370
2344,4976,368,383
2344,4977,368,1
2345,4978,275,290
2346,4979,42,46
2346,4980,42,5
2347,4981,51,56
2347,4982,51,5
2348,4983,80,86
2348,4984,80,5
2349,4985,324,338
2350,4986,340,355
2351,4987,400,415
2352,4988,401,416
2352,4989,401,5
2353,4990,348,363
2354,4991,270,170
2354,4992,270,285
2355,4993,327,342
2356,4994,402,417
2357,4995,355,170
2357,4996,355,370
2358,4997,403,418
2358,4998,403,2
2359,4999,275,290
2360,5000,355,170
2360,5001,355,370
2361,5002,324,338
2362,5003,324,338
2363,5004,404,419
2363,5005,404,1
2364,5006,9,12
2364,5007,9,5
2364,5008,9,1
2364,5009,9,2
2365,5010,1,3
2365,5011,1,1
2365,5012,1,2
2366,5013,9,12
2366,5014,9,5
2366,5015,9,1
2366,5016,9,2
2367,5017,324,338
2368,5018,324,338
2369,5019,367,382
2369,5020,367,1
2370,5021,405,420
2371,5022,285,300
2372,5023,275,290
2373,5024,271,286
2374,5025,362,377
2374,5026,362,1
2375,5027,285,300
2376,5028,363,378
2376,5029,363,2
2377,5030,324,338
2378,5031,352,367
2379,5032,275,290
2380,5033,275,290
2381,5034,361,376
2381,5035,361,1
2382,5036,324,338
2383,5037,393,408
2384,5038,324,338
2385,5039,275,290
2386,5040,324,338
2387,5041,398,413
2388,5042,377,392
2389,5043,406,421
2390,5044,407,422
2391,5045,355,170
2391,5046,355,370
2392,5047,275,290
2393,5048,352,367
2394,5049,324,338
2395,5050,324,338
2396,5051,324,338
2397,5052,324,338
2398,5053,324,338
2399,5054,324,338
2400,5055,408,423
2401,5056,409,424
2402,5057,271,286
2403,5058,254,268
2404,5059,324,338
2405,5060,410,425
2405,5061,410,1
2406,5062,410,425
2406,5063,410,1
2407,5064,411,202
2407,5065,411,74
2407,5066,411,1
2408,5067,412,426
2408,5068,412,5
2408,5069,412,37
2409,5070,377,392
2410,5071,355,170
2410,5072,355,370
2411,5073,324,338
2412,5074,324,338
2413,5075,275,290
2414,5076,232,246
2415,5077,413,427
2415,5078,413,5
2415,5079,413,1
2416,5080,413,427
2416,5081,413,5
2416,5082,413,1
2417,5083,147,156
2417,5084,147,1
2418,5085,398,413
2419,5086,403,418
2419,5087,403,2
2420,5088,270,170
2420,5089,270,285
2421,5090,3,6
2421,5091,3,5
2422,5092,414,428
2423,5093,271,286
2424,5094,275,290
2425,5095,275,290
2426,5096,377,392
2427,5097,324,338
2428,5098,270,170
2428,5099,270,285
2429,5100,275,290
2430,5101,275,290
2431,5102,275,290
2432,5103,415,429
2432,5104,415,370
2433,5105,324,338
2434,5106,368,383
2434,5107,368,1
2435,5108,275,290
2436,5109,352,367
2437,5110,324,338
2438,5111,362,377
2438,5112,362,1
2439,5113,355,170
2439,5114,355,370
2440,5115,355,170
2440,5116,355,370
2441,5117,367,382
2441,5118,367,1
2442,5119,416,430
2442,5120,416,431
2443,5121,350,365
2444,5122,88,94
2444,5123,88,5
2445,5124,88,94
2445,5125,88,5
2446,5126,88,94
2446,5127,88,5
2447,5128,324,338
2448,5129,324,338
2449,5130,417,432
2450,5131,367,382
2450,5132,367,1
2451,5133,367,382
2451,5134,367,1
2452,5135,418,433
2453,5136,37,41
2453,5137,37,5
2454,5138,324,338
2455,5139,419,434
2456,5140,420,435
2457,5141,420,435
2458,5142,355,170
2458,5143,355,370
2459,5144,421,436
2459,5145,421,2
2460,5146,275,290
2461,5147,398,413
2462,5148,363,378
2462,5149,363,2
2463,5150,241,170
2463,5151,241,233
2464,5152,270,170
2464,5153,270,285
2465,5154,398,413
2466,5155,398,413
2467,5156,324,338
2468,5157,275,290
2469,5158,422,437
2469,5159,422,2
2470,5160,423,438
2470,5161,423,5
2471,5162,275,290
2472,5163,424,439
2473,5164,425,440
2474,5165,285,300
2475,5166,157,166
2476,5167,21,24
2476,5168,21,1
2477,5169,367,382
2477,5170,367,1
2478,5171,324,338
2479,5172,324,338
2480,5173,355,170
2480,5174,355,370
2481,5175,3,6
2481,5176,3,5
2482,5177,426,441
2482,5178,426,5
2483,5179,378,393
2483,5180,378,1
2484,5181,427,442
2484,5182,427,5
2485,5183,324,338
2486,5184,378,393
2486,5185,378,1
2487,5186,428,443
2487,5187,428,1
2487,5188,428,2
2488,5189,275,290
2489,5190,275,290
2490,5191,367,382
2490,5192,367,1
2491,5193,324,338
2492,5194,196,208
2492,5195,196,1
2493,5196,429,444
2493,5197,429,171
2493,5198,429,1
2494,5199,234,248
2494,5200,234,236
2495,5201,233,247
2496,5202,275,290
2497,5203,373,170
2497,5204,373,388
2498,5205,324,338
2499,5206,341,356
2499,5207,341,1
2500,5208,270,170
2500,5209,270,285
2501,5210,275,290
2502,5211,275,290
2503,5212,275,290
2504,5213,275,290
2505,5214,430,445
2505,5215,430,74
2505,5216,430,1
2506,5217,68,73
2506,5218,68,74
2507,5219,324,338
2508,5220,376,391
2508,5221,376,2
2509,5222,355,170
2509,5223,355,370
2510,5224,324,338
2511,5225,324,338
2512,5226,252,266
2513,5227,431,446
2513,5228,431,447
2514,5229,431,446
2514,5230,431,447
2515,5231,324,338
2516,5232,373,170
2516,5233,373,388
2517,5234,308,322
2518,5235,271,286
2519,5236,275,290
2520,5237,324,338
2521,5238,414,428
2522,5239,355,170
2522,5240,355,370
2523,5241,275,290
2524,5242,275,290
2525,5243,355,170
2525,5244,355,370
2526,5245,324,338
2527,5246,432,448
2528,5247,254,268
2529,5248,12,15
2529,5249,12,1
2530,5250,28,31
2530,5251,28,1
2531,5252,19,22
2531,5253,19,5
2532,5254,19,22
2532,5255,19,5
2533,5256,324,338
2534,5257,322,170
2534,5258,322,336
2535,5259,433,248
2535,5260,433,449
2536,5261,376,391
2536,5262,376,2
2537,5263,355,170
2537,5264,355,370
2538,5265,275,290
2539,5266,275,290
2540,5267,434,450
2541,5268,324,338
2542,5269,435,451
2542,5270,435,388
2543,5271,275,290
2544,5272,275,290
2545,5273,324,338
2546,5274,355,170
2546,5275,355,370
2547,5276,373,170
2547,5277,373,388
2548,5278,403,418
2548,5279,403,2
2549,5280,324,338
2550,5281,355,170
2550,5282,355,370
2551,5283,324,338
2552,5284,324,338
2553,5285,275,290
2554,5286,275,290
2555,5287,375,390
2556,5288,352,367
2557,5289,275,290
2558,5290,308,322
2559,5291,270,170
2559,5292,270,285
2560,5293,275,290
2561,5294,324,338
2562,5295,398,413
2563,5296,362,377
2563,5297,362,1
2564,5298,362,377
2564,5299,362,1
2565,5300,414,428
2566,5301,367,382
2566,5302,367,1
2567,5303,275,290
2568,5304,275,290
2569,5305,275,290
2570,5306,436,170
2570,5307,436,452
2570,5308,436,453
2571,5309,275,290
2572,5310,368,383
2572,5311,368,1
2573,5312,355,170
2573,5313,355,370
2574,5314,324,338
2575,5315,324,338
2576,5316,355,170
2576,5317,355,370
2577,5318,365,380
2577,5319,365,370
2578,5320,324,338
2579,5321,324,338
2580,5322,324,338
2581,5323,368,383
2581,5324,368,1
2582,5325,324,338
2583,5326,324,338
2584,5327,291,306
2585,5328,275,290
2586,5329,437,454
2587,5330,377,392
2588,5331,324,338
2589,5332,324,338
2590,5333,285,300
2591,5334,275,290
2592,5335,312,326
2593,5336,19,22
2593,5337,19,5
2594,5338,37,41
2594,5339,37,5
2595,5340,37,41
2595,5341,37,5
2596,5342,335,350
2597,5343,358,373
2598,5344,275,290
2599,5345,398,413
2600,5346,398,413
2601,5347,324,338
2602,5348,324,338
2603,5349,438,455
2603,5350,438,1
2603,5351,438,2
2604,5352,438,455
2604,5353,438,1
2604,5354,438,2
2605,5355,398,413
2606,5356,398,413
2607,5357,439,456
2607,5358,439,1
2608,5359,275,290
2609,5360,324,338
2610,5361,363,378
2610,5362,363,2
2611,5363,109,117
2611,5364,109,1
2612,5365,373,170
2612,5366,373,388
2613,5367,324,338
2614,5368,378,393
2614,5369,378,1
2615,5370,378,393
2615,5371,378,1
2616,5372,42,46
2616,5373,42,5
2617,5374,275,290
2618,5375,324,338
2619,5376,422,437
2619,5377,422,2
2620,5378,407,422
2621,5379,324,338
2622,5380,324,338
2623,5381,378,393
2623,5382,378,1
2624,5383,275,290
2625,5384,275,290
2626,5385,377,392
2627,5386,403,418
2627,5387,403,2
2628,5388,363,378
2628,5389,363,2
2629,5390,275,290
2630,5391,440,457
2630,5392,440,2
2631,5393,403,418
2631,5394,403,2
2632,5395,403,418
2632,5396,403,2
2633,5397,324,338
2634,5398,291,306
2635,5399,368,383
2635,5400,368,1
2636,5401,27,30
2636,5402,27,1
2637,5403,27,30
2637,5404,27,1
2638,5405,367,382
2638,5406,367,1
2639,5407,275,290
2640,5408,271,286
2641,5409,415,429
2641,5410,415,370
2642,5411,441,458
2642,5412,441,2
2643,5413,373,170
2643,5414,373,388
2644,5415,324,338
2645,5416,442,459
2646,5417,355,170
2646,5418,355,370
2647,5419,324,338
2648,5420,275,290
2649,5421,271,286
2650,5422,327,342
2651,5423,327,342
2652,5424,324,338
2653,5425,442,459
2654,5426,443,451
2654,5427,443,370
2655,5428,444,460
2656,5429,275,290
2657,5430,414,428
2658,5431,445,461
2658,5432,445,370
2659,5433,373,170
2659,5434,373,388
2660,5435,368,383
2660,5436,368,1
2661,5437,324,338
2662,5438,324,338
2663,5439,446,462
2663,5440,446,370
2664,5441,275,290
2665,5442,275,290
2666,5443,241,170
2666,5444,241,233
2667,5445,447,463
2668,5446,442,459
2669,5447,442,459
2670,5448,324,338
2671,5449,367,382
2671,5450,367,1
2672,5451,275,290
2673,5452,404,419
2673,5453,404,1
2674,5454,264,264
2674,5455,264,279
2675,5456,415,429
2675,5457,415,370
2676,5458,448,464
2676,5459,448,370
2677,5460,398,413
2678,5461,301,316
2679,5462,449,465
2679,5463,449,370
2680,5464,450,466
2680,5465,450,370
2681,5466,355,170
2681,5467,355,370
2682,5468,7,10
2682,5469,7,5
2682,5470,7,1
2683,5471,324,338
2684,5472,324,338
2685,5473,403,418
2685,5474,403,2
2686,5475,275,290
2687,5476,275,290
2688,5477,439,456
2688,5478,439,1
2689,5479,355,170
2689,5480,355,370
2690,5481,451,467
2691,5482,452,468
2691,5483,452,2
2692,5484,442,459
2693,5485,373,170
2693,5486,373,388
2694,5487,237,251
2695,5488,286,301
2696,5489,275,290
2697,5490,324,338
2698,5491,197,209
2698,5492,197,1
2699,5493,308,322
2700,5494,324,338
2701,5495,453,469
2701,5496,453,109
2701,5497,453,5
2702,5498,355,170
2702,5499,355,370
2703,5500,454,470
2703,5501,454,370
2704,5502,454,470
2704,5503,454,370
2705,5504,455,471
2706,5505,442,459
2707,5506,442,459
2708,5507,442,459
2709,5508,324,338
2710,5509,341,356
2710,5510,341,1
2711,5511,341,356
2711,5512,341,1
2712,5513,324,338
2713,5514,285,300
2714,5515,355,170
2714,5516,355,370
2715,5517,32,35
2715,5518,32,5
2716,5519,275,290
2717,5520,415,429
2717,5521,415,370
2718,5522,456,472
2718,5523,456,370
2719,5524,275,290
2720,5525,457,473
2721,5526,458,474
2722,5527,459,475
2723,5528,324,338
2724,5529,355,170
2724,5530,355,370
2725,5531,460,476
2725,5532,460,370
2726,5533,461,477
2726,5534,461,370
2727,5535,462,478
2727,5536,462,74
2728,5537,462,478
2728,5538,462,74
2729,5539,324,338
2730,5540,252,266
2731,5541,275,290
2732,5542,350,365
2733,5543,463,248
2733,5544,463,431
2734,5545,324,338
2735,5546,324,338
2736,5547,324,338
2737,5548,442,459
2738,5549,442,459
2739,5550,275,290
2740,5551,176,186
2740,5552,176,5
2740,5553,176,1
2741,5554,439,456
2741,5555,439,1
2742,5556,109,117
2742,5557,109,1
2743,5558,464,479
2744,5559,285,300
2745,5560,355,170
2745,5561,355,370
2746,5562,357,372
2747,5563,465,480
2748,5564,275,290
2749,5565,424,439
2750,5566,403,418
2750,5567,403,2
2751,5568,442,459
2752,5569,466,481
2752,5570,466,370
2753,5571,157,166
2754,5572,157,166
2755,5573,252,266
2756,5574,467,482
2757,5575,161,170
2757,5576,161,171
2758,5577,275,290
2759,5578,109,117
2759,5579,109,1
2760,5580,271,286
2761,5581,355,170
2761,5582,355,370
2762,5583,377,392
2763,5584,275,290
2764,5585,241,170
2764,5586,241,233
2765,5587,398,413
2766,5588,241,170
2766,5589,241,233
2767,5590,275,290
2768,5591,367,382
2768,5592,367,1
2769,5593,455,471
2770,5594,439,456
2770,5595,439,1
2771,5596,468,483
2772,5597,355,170
2772,5598,355,370
2773,5599,324,338
2774,5600,270,170
2774,5601,270,285
2775,5602,469,484
2776,5603,275,290
2777,5604,437,454
2778,5605,355,170
2778,5606,355,370
2779,5607,355,170
2779,5608,355,370
2780,5609,275,290
2781,5610,416,430
2781,5611,416,431
2782,5612,440,457
2782,5613,440,2
2783,5614,404,419
2783,5615,404,1
2784,5616,437,454
2785,5617,275,290
2786,5618,470,485
2787,5619,470,485
2788,5620,275,290
2789,5621,275,290
2790,5622,275,290
2791,5623,368,383
2791,5624,368,1
2792,5625,292,170
2792,5626,292,307
2793,5627,415,429
2793,5628,415,370
2794,5629,415,429
2794,5630,415,370
2795,5631,324,338
2796,5632,471,486
2797,5633,472,487
2798,5634,250,263
2799,5635,355,170
2799,5636,355,370
2800,5637,180,190
2800,5638,180,5
2801,5639,465,480
2802,5640,275,290
2803,5641,275,290
2804,5642,37,41
2804,5643,37,5
2805,5644,38,42
2805,5645,38,5
2806,5646,357,372
2807,5647,469,484
2808,5648,275,290
2809,5649,275,290
2810,5650,278,293
2810,5651,278,1
2811,5652,355,170
2811,5653,355,370
2812,5654,188,199
2812,5655,188,1
2813,5656,439,456
2813,5657,439,1
2814,5658,469,484
2815,5659,469,484
2816,5660,17,20
2816,5661,17,5
2816,5662,17,1
2817,5663,271,286
2818,5664,422,437
2818,5665,422,2
2819,5666,473,488
2819,5667,473,5
2820,5668,415,429
2820,5669,415,370
2821,5670,59,64
2821,5671,59,5
2821,5672,59,2
2821,5673,59,37
2822,5674,398,413
2823,5675,474,489
2824,5676,271,286
2825,5677,27,30
2825,5678,27,1
2826,5679,365,380
2826,5680,365,370
2827,5681,368,383
2827,5682,368,1
2828,5683,404,419
2828,5684,404,1
2829,5685,275,290
2830,5686,373,170
2830,5687,373,388
2831,5688,475,490
2832,5689,398,413
2833,5690,398,413
2834,5691,324,338
2835,5692,324,338
2836,5693,324,338
2837,5694,373,170
2837,5695,373,388
2838,5696,404,419
2838,5697,404,1
2839,5698,404,419
2839,5699,404,1
2840,5700,72,78
2840,5701,72,1
2841,5702,7,10
2841,5703,7,5
2841,5704,7,1
2842,5705,3,6
2842,5706,3,5
2843,5707,324,338
2844,5708,476,491
2845,5709,275,290
2846,5710,193,205
2846,5711,193,1
2847,5712,193,205
2847,5713,193,1
2848,5714,270,170
2848,5715,270,285
2849,5716,415,429
2849,5717,415,370
2850,5718,477,492
2851,5719,25,28
2851,5720,25,5
2851,5721,25,1
2852,5722,25,28
2852,5723,25,5
2852,5724,25,1
2853,5725,161,170
2853,5726,161,171
2854,5727,373,170
2854,5728,373,388
2855,5729,355,170
2855,5730,355,370
2856,5731,399,414
2856,5732,399,370
2857,5733,398,413
2858,5734,398,413
2859,5735,403,418
2859,5736,403,2
2860,5737,398,413
2861,5738,275,290
2862,5739,109,117
2862,5740,109,1
2863,5741,109,117
2863,5742,109,1
2864,5743,373,170
2864,5744,373,388
2865,5745,355,170
2865,5746,355,370
2866,5747,161,170
2866,5748,161,171
2867,5749,243,256
2868,5750,12,15
2868,5751,12,1
2869,5752,275,290
2870,5753,275,290
2871,5754,271,286
2872,5755,46,50
2872,5756,46,1
2873,5757,148,157
2873,5758,148,1
2874,5759,324,338
2875,5760,275,290
2876,5761,478,493
2876,5762,478,5
2877,5763,239,253
2877,5764,239,2
2878,5765,100,107
2878,5766,100,5
2879,5767,479,494
2879,5768,479,5
2880,5769,480,495
2880,5770,480,5
2881,5771,398,413
2882,5772,403,418
2882,5773,403,2
2883,5774,373,170
2883,5775,373,388
2884,5776,481,496
2885,5777,275,290
2886,5778,75,81
2886,5779,75,2
2887,5780,324,338
2888,5781,373,170
2888,5782,373,388
2889,5783,35,39
2890,5784,274,289
2890,5785,274,5
2891,5786,482,414
2891,5787,482,171
2892,5788,324,338
2893,5789,275,290
2894,5790,275,290
2895,5791,357,372
2896,5792,373,170
2896,5793,373,388
2897,5794,399,414
2897,5795,399,370
2898,5796,356,371
2899,5797,356,371
2900,5798,483,497
2900,5799,483,1
2901,5800,275,290
2902,5801,30,33
2902,5802,30,5
2903,5803,43,47
2903,5804,43,5
2904,5805,43,47
2904,5806,43,5
2905,5807,275,290
2906,5808,484,498
2907,5809,2,4
2907,5810,2,5
2907,5811,2,2
2908,5812,161,170
2908,5813,161,171
2909,5814,355,170
2909,5815,355,370
2910,5816,355,170
2910,5817,355,370
2911,5818,155,164
2911,5819,155,1
2912,5820,275,290
2913,5821,275,290
2914,5822,275,290
2915,5823,485,499
2916,5824,271,286
2917,5825,328,343
2918,5826,373,170
2918,5827,373,388
2919,5828,355,170
2919,5829,355,370
2920,5830,275,290
2921,5831,161,170
2921,5832,161,171
2922,5833,414,428
2923,5834,7,10
2923,5835,7,5
2923,5836,7,1
2924,5837,486,500
2925,5838,363,378
2925,5839,363,2
2926,5840,324,338
2927,5841,443,451
2927,5842,443,370
2928,5843,440,457
2928,5844,440,2
2929,5845,470,485
2930,5846,403,418
2930,5847,403,2
2931,5848,377,392
2932,5849,403,418
2932,5850,403,2
2933,5851,291,306
2934,5852,285,300
2935,5853,285,300
2936,5854,3,6
2936,5855,3,5
2937,5856,403,418
2937,5857,403,2
2938,5858,403,418
2938,5859,403,2
2939,5860,355,170
2939,5861,355,370
2940,5862,3,6
2940,5863,3,5
2941,5864,355,170
2941,5865,355,370
2942,5866,487,501
2943,5867,3,6
2943,5868,3,5
2944,5869,373,170
2944,5870,373,388
2945,5871,488,502
2945,5872,488,1
2946,5873,271,286
2947,5874,489,503
2947,5875,489,5
2948,5876,75,81
2948,5877,75,2
2949,5878,275,290
2950,5879,275,290
2951,5880,490,504
2952,5881,18,21
2952,5882,18,5
2953,5883,491,505
2954,5884,234,248
2954,5885,234,236
2955,5886,308,322
2956,5887,492,506
2957,5888,324,338
2958,5889,422,437
2958,5890,422,2
2959,5891,44,48
2959,5892,44,5
2960,5893,493,507
2960,5894,493,5
2961,5895,20,23
2961,5896,20,1
2962,5897,7,10
2962,5898,7,5
2962,5899,7,1
2963,5900,398,413
2964,5901,424,439
2965,5902,0,0
2965,5903,0,1
2965,5904,0,2
2966,5905,0,0
2966,5906,0,1
2966,5907,0,2
2967,5908,0,0
2967,5909,0,1
2967,5910,0,2
2968,5911,324,338
2969,5912,270,170
2969,5913,270,285
2970,5914,404,419
2970,5915,404,1
2971,5916,352,367
2972,5917,324,338
2973,5918,324,338
2974,5919,324,338
2975,5920,355,170
2975,5921,355,370
2976,5922,494,508
2977,5923,324,338
2978,5924,324,338
2979,5925,378,393
2979,5926,378,1
2980,5927,378,393
2980,5928,378,1
2981,5929,252,266
2982,5930,324,338
